pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitcher_545333,pitcher_571578,pitcher_572971,pitcher_596001,pitcher_605400
FF,1,0,0,0,0,0,5,34,2,1,3,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,0,5,34,1,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
KC,1,2,0,0,1,2,4,30,4,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,0,0,1,2,4,30,3,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,1,2,4,30,2,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,1,2,4,30,1,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CH,3,2,0,0,1,1,4,29,8,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,1,1,4,29,7,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FC,3,2,0,0,1,1,4,29,6,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FC,3,1,0,0,1,1,4,29,5,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FC,3,0,0,0,1,1,4,29,4,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FC,2,0,0,0,1,1,4,29,3,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,1,1,4,29,2,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,1,1,4,29,1,1,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
KC,0,2,0,0,1,0,4,28,3,1,3,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,0,0,1,0,4,28,2,1,3,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,1,0,4,28,1,1,3,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,3,1,0,0,0,0,4,27,5,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,3,0,0,0,0,0,4,27,4,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,0,0,4,27,3,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,0,0,4,27,2,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,0,4,27,1,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,2,2,0,0,0,2,3,23,5,1,3,3,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
FC,2,1,0,0,0,2,3,23,4,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,0,0,0,2,3,23,3,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,1,0,0,0,2,3,23,2,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,2,3,23,1,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,0,0,0,1,3,22,3,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
SL,0,1,0,0,0,1,3,22,2,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
SL,0,0,0,0,0,1,3,22,1,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
FC,1,1,0,0,0,0,3,21,3,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,0,1,0,0,0,0,3,21,2,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,3,21,1,1,3,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,2,2,0,0,1,2,2,16,5,0,3,3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
KC,1,2,0,0,1,2,2,16,4,0,3,3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
KC,1,1,0,0,1,2,2,16,3,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,1,2,2,16,2,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,1,2,2,16,1,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,3,2,0,0,0,2,2,15,8,0,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,0,2,2,15,7,0,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,2,2,0,0,0,2,2,15,6,0,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,2,2,0,0,0,2,2,15,5,0,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,1,0,0,0,2,2,15,4,0,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,2,0,0,0,0,2,2,15,3,0,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,2,2,15,2,0,3,3,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,2,2,15,1,0,3,3,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
KC,2,2,0,0,0,1,2,14,6,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,2,0,0,0,1,2,14,5,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,2,1,0,0,0,1,2,14,4,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,0,1,2,14,3,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,0,1,2,14,2,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,1,2,14,1,0,3,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,1,2,13,2,0,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,1,2,13,1,0,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,0,0,2,12,6,0,2,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
FT,2,2,0,0,0,0,2,12,5,0,2,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,0,0,0,0,2,12,4,0,2,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
FF,1,1,0,0,0,0,2,12,3,0,2,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,0,2,12,2,0,2,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
SL,0,0,0,0,0,0,2,12,1,0,2,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
FF,3,2,0,0,0,0,2,11,6,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
FF,3,1,0,0,0,0,2,11,5,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FC,2,1,0,0,0,0,2,11,4,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,0,0,2,11,3,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CH,1,0,0,0,0,0,2,11,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,2,11,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,1,1,1,2,1,7,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,1,1,1,2,1,7,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,2,1,1,1,1,1,6,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,1,1,1,1,1,1,6,2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,1,1,1,1,1,6,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
FF,2,1,0,1,1,1,1,5,4,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CH,2,0,0,1,1,1,1,5,3,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,1,1,1,1,5,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,1,1,1,1,5,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,1,2,0,1,1,0,1,4,4,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,2,0,1,1,0,1,4,3,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,1,1,0,1,4,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,1,1,0,1,4,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,1,0,1,3,6,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,2,0,0,1,0,1,3,5,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,0,0,1,0,1,3,4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,1,1,0,0,1,0,1,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,1,0,0,0,1,0,1,3,2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,0,0,1,0,1,3,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CH,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
FT,0,1,0,0,1,2,7,57,2,1,4,1,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,2,7,57,1,1,4,1,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,2,7,56,6,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,2,7,56,5,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,2,1,0,0,0,2,7,56,4,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,0,0,0,0,2,7,56,3,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,2,7,56,2,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,2,7,56,1,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,7,55,1,1,4,1,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,2,1,0,0,0,0,7,54,4,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,0,0,0,0,0,7,54,3,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,0,7,54,2,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,0,0,0,0,0,0,7,54,1,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,2,6,50,1,1,4,1,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,1,2,0,0,1,1,6,49,4,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,2,0,0,1,1,6,49,3,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,1,1,6,49,2,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,0,0,0,0,1,1,6,49,1,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,1,6,48,6,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,2,2,0,0,0,1,6,48,5,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,0,1,6,48,4,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,0,0,1,6,48,3,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,0,1,6,48,2,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,1,6,48,1,1,4,1,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,0,6,47,2,1,4,1,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
CH,0,0,0,0,0,0,6,47,1,1,4,1,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,0,0,6,46,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,0,0,1,1,2,5,42,3,0,4,0,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,1,1,2,5,42,2,0,4,0,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,1,1,2,5,42,1,0,4,0,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,1,2,5,41,2,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,2,5,41,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,1,2,0,0,1,1,5,40,4,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,0,2,0,0,1,1,5,40,3,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,1,1,5,40,2,0,4,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,1,1,5,40,1,0,4,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,1,5,39,6,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,1,0,0,0,1,5,39,5,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,0,0,0,0,1,5,39,4,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,2,0,0,0,0,1,5,39,3,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,1,5,39,2,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,5,39,1,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,0,5,38,7,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,2,2,0,0,0,0,5,38,6,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,0,0,0,5,38,5,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,1,2,0,0,0,0,5,38,4,0,4,0,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,1,1,0,0,0,0,5,38,3,0,4,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
CH,0,1,0,0,0,0,5,38,2,0,4,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,0,5,38,1,0,4,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,0,0,0,1,1,1,4,33,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,1,1,4,32,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,2,2,0,0,1,0,4,31,5,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,1,0,4,31,4,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,2,0,0,0,1,0,4,31,3,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,1,0,0,0,1,0,4,31,2,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
CH,0,0,0,0,1,0,4,31,1,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,4,30,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,2,2,0,1,1,2,3,26,5,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,1,1,2,3,26,4,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,1,0,1,1,2,3,26,3,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,1,1,2,3,26,2,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,1,1,2,3,26,1,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,1,0,2,3,25,7,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,2,2,0,1,0,2,3,25,6,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,1,2,0,1,0,2,3,25,5,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,2,0,1,0,2,3,25,4,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FF,0,2,0,1,0,2,3,25,3,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,1,0,2,3,25,2,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,1,0,2,3,25,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,2,0,0,1,1,3,24,3,0,3,0,3,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FT,0,1,0,0,1,1,3,24,2,0,3,0,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FT,0,0,0,0,1,1,3,24,1,0,3,0,3,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FT,1,2,0,0,1,0,3,23,4,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,2,0,0,1,0,3,23,3,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,1,0,3,23,2,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,0,3,23,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,0,3,22,6,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,3,1,0,0,0,0,3,22,5,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,0,0,3,22,4,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,0,3,22,3,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
CH,1,0,0,0,0,0,3,22,2,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,3,22,1,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,1,1,2,16,2,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,1,2,16,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,2,0,0,0,1,2,15,3,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,0,1,2,15,2,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,2,15,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,0,0,0,2,14,5,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,1,2,0,0,0,0,2,14,4,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
SL,0,2,0,0,0,0,2,14,3,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,0,0,2,14,2,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,2,14,1,0,3,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,2,1,9,2,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,2,1,9,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,1,1,8,2,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,1,8,1,0,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,0,0,1,7,4,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,0,1,7,3,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,0,1,7,2,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,1,7,1,0,3,0,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
CH,1,2,0,0,1,1,8,61,4,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,1,1,8,61,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,1,1,8,61,2,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,1,1,8,61,1,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,3,2,0,0,0,1,8,60,7,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,1,8,60,6,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,1,8,60,5,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,2,1,0,0,0,1,8,60,4,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,1,8,60,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,0,0,0,0,1,8,60,2,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,1,8,60,1,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,0,8,59,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,0,8,59,2,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,0,0,8,59,1,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,2,7,54,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,0,2,7,54,2,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,2,7,54,1,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,1,7,53,5,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,2,1,0,0,0,1,7,53,4,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,1,7,53,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,0,1,0,0,0,1,7,53,2,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,7,53,1,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,2,0,0,0,0,7,52,4,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,1,1,0,0,0,0,7,52,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,1,0,0,0,0,7,52,2,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,0,7,52,1,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,2,2,0,0,0,2,6,47,5,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,2,1,0,0,0,2,6,47,4,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,2,6,47,3,4,0,0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
