pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitcher_545333,pitcher_571578,pitcher_572971,pitcher_596001,pitcher_605400
CH,2,0,0,1,0,1,4,26,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,1,0,0,1,0,1,4,26,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,1,0,1,4,26,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,1,0,0,4,25,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,1,0,4,24,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,1,0,4,24,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,0,1,0,0,0,0,4,23,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,0,4,23,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,0,0,2,3,18,4,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,2,0,0,0,2,3,18,3,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,2,3,18,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,2,3,18,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,3,2,0,0,0,1,3,17,6,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,1,3,17,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,2,0,0,0,1,3,17,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FF,0,2,0,0,0,1,3,17,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,1,3,17,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,1,3,17,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,0,3,16,5,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,1,0,0,0,0,3,16,4,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,1,1,0,0,0,0,3,16,3,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,0,3,16,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,3,16,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FF,0,2,0,0,0,2,2,11,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,0,1,0,0,0,2,2,11,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,0,0,0,0,0,2,2,11,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,1,2,0,0,0,1,2,10,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,2,0,0,0,1,2,10,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,1,1,0,0,0,1,2,10,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,1,2,10,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,2,10,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,3,2,0,0,0,0,2,9,6,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,2,2,0,0,0,0,2,9,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,0,0,0,2,9,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,0,2,0,0,0,0,2,9,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,0,1,0,0,0,0,2,9,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,0,0,0,0,0,0,2,9,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,0,0,2,1,3,5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
CH,2,1,0,0,0,2,1,3,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,1,0,0,0,2,1,3,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FC,1,0,0,0,0,2,1,3,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,2,0,0,0,1,1,2,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SL,1,1,0,0,0,1,1,2,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
FT,2,2,0,1,0,1,8,57,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,2,1,0,1,0,1,8,57,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,0,0,1,1,8,57,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,1,0,0,1,1,8,57,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,1,8,57,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,2,2,0,0,1,0,8,56,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FT,1,2,0,0,1,0,8,56,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,2,0,0,1,0,8,56,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,1,0,8,56,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,0,8,56,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FT,2,0,0,0,0,0,8,55,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,0,0,8,55,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,0,0,0,0,8,55,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,2,0,0,0,2,7,51,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,0,0,0,2,7,51,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,2,0,0,0,2,7,51,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,2,7,51,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,2,7,51,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,1,7,50,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,1,7,50,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,7,49,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FT,3,2,0,0,0,2,6,45,7,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,2,2,0,0,0,2,6,45,6,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,2,2,0,0,0,2,6,45,5,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,1,2,0,0,0,2,6,45,4,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,2,0,0,0,2,6,45,3,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,2,6,45,2,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,2,6,45,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FT,3,2,0,0,0,1,6,44,6,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FT,2,2,0,0,0,1,6,44,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
KC,1,2,0,0,0,1,6,44,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
KC,1,1,0,0,0,1,6,44,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,0,1,0,0,0,1,6,44,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,1,6,44,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
KC,1,1,0,0,0,0,6,43,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,0,6,43,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
CH,0,0,0,0,0,0,6,43,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,2,0,1,1,2,5,39,6,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,1,2,0,1,1,2,5,39,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,0,1,1,2,5,39,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,2,0,1,1,2,5,39,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,1,1,2,5,39,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,1,1,2,5,39,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,3,2,0,1,1,1,5,38,7,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,2,0,1,1,1,5,38,6,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,2,2,0,1,1,1,5,38,5,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,1,0,1,1,1,5,38,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,0,1,1,1,5,38,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,1,1,1,5,38,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,0,1,1,1,5,38,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,3,2,0,1,0,1,5,37,6,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,3,1,0,1,0,1,5,37,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,3,0,0,1,0,1,5,37,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,2,0,0,1,0,1,5,37,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,0,0,1,0,1,5,37,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,1,0,1,5,37,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,0,1,0,0,5,36,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,1,1,0,0,0,0,5,35,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,0,0,0,0,0,5,35,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,0,0,0,0,5,35,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,3,1,0,0,0,2,4,29,5,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,3,0,0,0,0,2,4,29,4,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
CH,2,0,0,0,0,2,4,29,3,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,1,0,0,0,0,2,4,29,2,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,2,4,29,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,3,2,0,0,0,1,4,28,6,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,3,1,0,0,0,1,4,28,5,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,2,1,0,0,0,1,4,28,4,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
CH,2,0,0,0,0,1,4,28,3,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,1,4,28,2,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,1,4,28,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,2,0,0,0,0,4,27,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,0,4,27,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
CH,0,0,0,0,0,0,4,27,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
CH,0,0,0,0,0,2,3,21,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,2,2,0,0,0,1,3,20,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,2,1,0,0,0,1,3,20,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,1,0,0,0,1,3,20,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,1,3,20,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,1,3,20,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,0,0,3,19,6,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,3,1,0,0,0,0,3,19,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,3,0,0,0,0,0,3,19,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,2,0,0,0,0,0,3,19,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
CH,1,0,0,0,0,0,3,19,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,3,19,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,3,2,1,0,0,2,2,13,6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,2,2,1,0,0,2,2,13,5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,2,1,1,0,0,2,2,13,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,1,1,0,0,2,2,13,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,1,0,0,2,2,13,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,1,0,0,2,2,13,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,1,1,0,2,12,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,1,1,0,2,12,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,1,1,0,2,12,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,3,1,0,0,1,0,2,11,5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,1,0,0,1,0,2,11,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,2,0,0,0,1,0,2,11,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,1,0,2,11,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,0,2,11,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,0,0,2,10,8,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,0,0,2,10,7,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
CH,2,2,0,0,0,0,2,10,6,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,1,2,0,0,0,0,2,10,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FT,1,2,0,0,0,0,2,10,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,1,1,0,0,0,0,2,10,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,0,2,10,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,2,10,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
CH,0,1,0,0,0,2,1,6,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,2,1,6,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
CH,1,2,0,0,0,1,1,5,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,0,2,0,0,0,1,1,5,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,1,1,5,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,1,1,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
CH,1,1,0,0,0,0,1,4,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,0,1,4,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,2,2,0,0,1,2,7,57,5,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,0,1,2,7,57,4,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,0,2,0,0,1,2,7,57,3,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,0,1,0,0,1,2,7,57,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,1,2,7,57,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,2,1,0,0,0,2,7,56,4,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,1,0,0,0,2,7,56,3,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,1,0,0,0,2,7,56,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,2,7,56,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,2,2,0,0,0,1,7,55,5,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,0,0,1,7,55,4,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,1,0,0,0,1,7,55,3,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,1,0,0,0,0,1,7,55,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,0,0,0,0,0,1,7,55,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,0,0,0,7,54,4,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,1,0,0,0,0,7,54,3,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,0,0,0,0,0,7,54,2,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,0,7,54,1,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,2,2,0,1,0,2,6,50,5,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,2,1,0,1,0,2,6,50,4,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,1,0,1,0,2,6,50,3,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,1,0,1,0,2,6,50,2,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,1,0,2,6,50,1,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,1,0,1,6,49,1,2,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,1,0,1,6,48,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,1,0,1,6,48,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,1,0,0,6,47,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,0,0,1,0,0,6,47,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,1,0,0,6,47,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,0,0,0,0,0,6,46,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,0,6,46,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,0,0,2,5,39,4,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,1,0,0,0,2,5,39,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,0,2,5,39,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,2,5,39,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,2,2,0,0,0,1,5,38,5,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,0,0,0,1,5,38,4,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,1,0,0,0,1,5,38,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,1,5,38,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,1,5,38,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,0,5,37,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,0,5,37,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,1,1,0,1,1,2,4,33,3,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,0,0,1,1,2,4,33,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,1,1,2,4,33,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,0,0,0,1,2,4,32,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,1,2,4,32,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,2,4,31,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,2,4,31,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,2,0,0,0,1,4,30,4,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,1,1,0,0,0,1,4,30,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,0,1,4,30,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,1,4,30,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
