pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic
FF,0,0,0,0,1,2,9,77,1,3,9,9,3,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,2,9,76,1,3,9,9,3,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,9,75,1,3,9,9,3,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,9,74,1,3,8,8,3,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,0,0,9,73,1,3,8,8,3,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,2,8,72,1,3,8,3,8,0,1,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,1,8,71,1,3,8,3,8,1,0,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,8,70,1,3,8,3,8,1,0,0,1,1,0,0,0,1,0,1,0
SL,0,0,0,0,0,2,8,69,1,3,8,8,3,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,8,68,1,3,8,8,3,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,0,8,67,1,3,8,8,3,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,2,7,66,1,3,8,3,8,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,1,7,65,1,3,8,3,8,1,0,0,1,1,0,1,0,0,0,1,0
SL,0,0,0,0,0,0,7,64,1,3,8,3,8,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,1,0,0,2,7,63,1,3,8,8,3,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,1,1,0,7,62,1,3,8,8,3,0,1,1,0,0,1,0,1,0,0,1,0
SI,0,0,1,0,1,0,7,61,1,3,7,7,3,1,0,1,0,0,1,0,0,1,0,1,0
SL,0,0,1,0,0,0,7,60,1,3,7,7,3,0,1,1,0,0,1,0,0,1,0,1,0
FC,0,0,0,0,1,0,7,59,1,3,6,6,3,1,0,0,1,0,1,1,0,0,0,1,0
FC,0,0,0,0,0,0,7,58,1,3,6,6,3,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,6,57,1,3,6,3,6,1,0,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,1,6,56,1,3,6,3,6,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,6,55,1,3,6,3,6,1,0,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,1,2,6,54,1,3,6,6,3,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,2,6,53,1,3,6,6,3,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,6,52,1,3,6,6,3,0,1,0,1,0,1,0,1,0,0,0,1
FC,0,0,0,0,0,0,6,51,1,3,6,6,3,1,0,0,1,0,1,1,0,0,0,1,0
SL,0,0,0,0,1,1,5,50,1,3,6,3,6,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,5,49,1,3,6,3,6,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,5,48,1,3,6,3,6,1,0,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,1,2,5,47,1,3,6,6,3,0,1,0,1,0,1,0,1,0,0,0,1
CU,0,0,1,0,1,1,5,46,1,3,5,5,3,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,1,0,1,1,5,45,1,3,4,4,3,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,5,44,1,3,4,4,3,1,0,0,1,0,1,1,0,0,0,1,0
SI,0,0,0,0,1,0,5,43,1,3,4,4,3,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,0,5,42,1,3,4,4,3,0,1,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,1,4,40,1,3,4,3,4,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,0,0,4,39,1,3,4,3,4,1,0,0,1,1,0,1,0,0,0,1,0
KC,0,0,1,0,0,2,4,38,1,3,4,4,3,0,1,1,0,0,1,0,1,0,0,1,0
FC,0,0,1,0,0,1,4,37,1,3,4,4,3,0,1,1,0,0,1,0,0,1,0,1,0
KC,0,0,1,0,0,1,4,36,1,3,3,3,3,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,0,4,34,1,3,3,3,3,1,0,1,0,0,1,0,1,0,0,1,0
SI,0,0,0,0,1,2,3,33,1,3,3,3,3,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,1,3,32,1,3,3,3,3,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,1,0,3,31,1,3,3,3,3,1,0,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,0,3,30,1,3,3,3,3,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,3,29,1,2,3,2,3,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,0,1,2,3,28,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,1,0,1,1,3,27,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,1,1,0,3,26,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,0,3,25,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
FC,0,0,0,0,0,0,3,24,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,2,2,23,1,2,3,2,3,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,2,2,22,1,2,3,2,3,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,2,21,1,2,3,2,3,1,0,0,1,1,0,1,0,0,0,0,1
SI,0,0,0,0,0,0,2,20,1,2,3,2,3,0,1,0,1,1,0,0,1,0,0,1,0
KC,0,0,0,0,1,1,2,19,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,18,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,17,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
SI,0,0,1,1,1,2,1,16,1,2,3,2,3,1,0,0,1,1,0,0,1,0,0,1,0
SL,0,0,1,1,1,2,1,15,1,1,3,1,3,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,1,1,1,2,1,14,1,0,3,0,3,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,1,1,1,0,1,12,1,0,3,0,3,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,1,1,0,1,11,1,0,3,0,3,1,0,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,0,1,10,1,0,3,0,3,0,1,0,1,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,1,9,1,0,3,0,3,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,1,1,2,1,8,1,0,3,3,0,1,0,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,2,1,7,1,0,3,3,0,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,1,1,6,1,0,3,3,0,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,1,1,5,1,0,3,3,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,1,4,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,1,3,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,2,9,66,1,2,5,2,5,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,0,0,1,9,65,1,2,5,2,5,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,0,9,64,1,2,5,2,5,1,0,0,1,1,0,1,0,0,0,1,0
FF,0,0,0,1,0,2,9,63,1,2,5,5,2,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,1,0,1,2,9,62,1,2,3,3,2,1,0,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,1,1,1,9,61,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,9,60,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,9,59,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,9,58,1,2,3,3,2,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,2,8,57,1,2,3,2,3,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,56,1,2,3,2,3,1,0,1,0,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,8,55,1,2,3,2,3,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,8,54,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,2,8,53,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,8,52,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,8,51,1,2,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0
CH,0,0,1,0,0,2,7,50,1,2,3,2,3,1,0,0,1,1,0,1,0,0,0,1,0
FC,0,0,0,0,1,1,7,49,1,2,3,2,3,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,1,7,48,1,2,3,2,3,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,7,47,1,2,3,2,3,1,0,1,0,1,0,1,0,0,0,1,0
CH,0,0,0,0,0,2,7,46,1,2,3,3,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,1,0,0,1,7,45,1,2,2,2,2,0,1,1,0,0,1,0,0,1,0,1,0
FF,0,0,0,1,0,0,7,44,1,2,2,2,2,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,1,0,0,7,43,1,2,1,1,2,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,0,7,42,1,2,1,1,2,1,0,1,0,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,2,6,41,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,0,6,40,1,2,1,2,1,1,0,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,0,0,0,6,39,1,2,1,2,1,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,6,38,1,2,1,1,2,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,6,37,1,2,1,1,2,0,1,1,0,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,0,6,36,1,2,1,1,2,0,1,1,0,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,2,5,35,1,2,1,2,1,1,0,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,5,34,1,2,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,5,33,1,2,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0
KC,0,0,0,0,0,0,5,32,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,5,31,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,5,30,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,0,5,29,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
SI,0,0,0,0,0,2,4,28,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,1,4,27,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
CH,0,0,0,0,0,0,4,26,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,2,4,25,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,4,24,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,4,23,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0
SL,0,0,0,0,0,2,3,22,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,1,3,21,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,3,20,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,3,19,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,3,18,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,1,3,17,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,3,16,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,0,2,2,15,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,1,0,2,14,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,0,2,13,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,2,12,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,2,11,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,2,10,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
KC,0,0,0,0,1,2,1,9,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,1,8,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,1,1,7,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0
SI,0,0,0,0,1,0,1,6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
SI,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,1,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FT,0,0,0,1,1,2,10,95,1,6,7,6,7,0,1,0,1,1,0,0,1,0,0,0,1
FS,0,0,0,0,1,2,10,94,1,6,7,6,7,1,0,0,1,1,0,0,0,1,0,0,1
FT,0,0,0,0,1,1,10,93,1,6,7,6,7,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,1,10,92,1,6,7,6,7,0,1,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,0,10,91,1,6,7,6,7,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,1,1,2,10,90,1,6,7,7,6,1,0,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,1,1,1,10,89,1,6,7,7,6,1,0,1,0,0,1,0,1,0,0,0,1
CH,0,0,1,0,1,1,10,88,1,6,6,6,6,0,1,1,0,0,1,0,1,0,0,0,1
FF,0,0,0,0,1,1,10,87,1,6,6,6,6,0,1,1,0,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,1,10,86,1,6,6,6,6,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,10,85,1,6,6,6,6,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,9,84,1,6,6,6,6,1,0,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,2,9,83,1,5,6,5,6,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,1,0,1,2,9,82,1,2,6,2,6,1,0,0,1,1,0,1,0,0,0,1,0
CH,0,0,1,1,1,1,9,81,1,1,6,1,6,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,1,1,1,9,80,1,1,6,1,6,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,1,9,79,1,1,6,1,6,1,0,0,1,1,0,0,0,1,0,1,0
CH,0,0,0,0,0,1,9,78,1,1,6,1,6,1,0,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,9,77,1,1,6,1,6,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,9,76,1,1,6,6,1,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,1,9,75,1,1,6,6,1,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,9,74,1,1,6,6,1,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,1,2,8,73,1,1,6,1,6,0,1,1,0,1,0,0,0,1,0,1,0
FF,0,0,0,0,1,1,8,72,1,1,6,1,6,1,0,1,0,1,0,0,1,0,0,1,0
SL,0,0,0,0,1,0,8,71,1,1,6,1,6,0,1,1,0,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,8,70,1,1,6,1,6,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,0,1,1,2,8,69,1,1,6,6,1,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,2,8,67,1,1,6,6,1,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,1,0,2,8,66,1,1,4,4,1,0,1,0,1,0,1,1,0,0,0,1,0
FC,0,0,0,0,1,1,8,65,1,1,4,4,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,64,1,1,4,4,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,8,63,1,1,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,8,62,1,1,2,2,1,0,1,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,0,0,0,8,61,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,1,1,1,2,7,60,1,1,2,1,2,0,1,1,0,1,0,0,1,0,0,1,0
FF,0,0,1,0,1,2,7,59,1,1,2,1,2,0,1,1,0,1,0,0,1,0,0,1,0
KC,0,0,0,1,1,2,7,58,1,0,2,0,2,1,0,0,1,1,0,0,0,1,0,1,0
FT,0,0,0,0,1,2,7,57,1,0,2,0,2,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,2,7,56,1,0,2,0,2,0,1,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,1,7,55,1,0,2,0,2,0,1,0,1,1,0,0,1,0,0,1,0
KC,0,0,0,0,0,0,7,54,1,0,2,0,2,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,1,1,1,7,53,1,0,2,2,0,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,1,0,1,7,52,1,0,2,2,0,1,0,1,0,0,1,0,1,0,0,1,0
FT,0,0,0,1,0,0,7,51,1,0,2,2,0,0,1,1,0,0,1,0,1,0,0,0,1
FT,0,0,0,0,0,0,7,50,1,0,2,2,0,0,1,1,0,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,7,49,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,1,2,6,48,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
CH,0,0,0,0,0,2,6,47,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
SI,0,0,0,0,0,1,6,46,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
SL,0,0,0,0,0,0,6,45,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,1,2,6,44,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
FF,0,0,0,0,1,1,6,43,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
FF,0,0,0,0,0,1,6,42,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,0,6,41,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
FT,0,0,0,0,0,2,5,40,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,1,5,39,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,0,0,0,5,38,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,1,1,2,5,37,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
FF,0,0,0,1,0,1,5,35,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,1,0,5,34,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1
CH,0,0,0,0,0,0,5,33,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,2,4,32,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
CU,0,0,0,0,0,1,4,31,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
CH,0,0,0,0,0,0,4,30,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,1,2,4,29,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,1,0,0,2,4,28,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,1,0,0,1,4,27,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
CU,0,0,0,1,0,0,4,26,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
CU,0,0,0,0,0,0,4,25,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
FC,0,0,0,0,1,1,3,24,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,1,0,3,23,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,0,0,3,22,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
CU,0,0,0,0,0,2,3,21,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,1,3,20,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FF,0,0,0,0,0,0,3,19,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
CH,0,0,1,1,1,2,2,18,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,1,1,2,2,17,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
FT,0,0,0,1,1,1,2,16,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,1,1,0,2,15,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
FT,0,0,0,0,1,0,2,14,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,0,0,2,13,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,1,2,2,12,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
FT,0,0,0,0,1,1,2,11,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FT,0,0,0,0,1,0,2,10,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
CH,0,0,0,0,0,0,2,9,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
FT,0,0,0,0,1,2,1,8,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,0,2,1,7,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
CH,0,0,0,0,0,1,1,6,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
FT,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
FT,0,0,1,0,0,2,1,4,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
CH,0,0,0,1,0,1,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
FF,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
FT,0,0,0,0,1,2,9,77,1,2,7,2,7,0,1,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,2,9,76,1,2,7,2,7,0,1,0,1,1,0,0,1,0,0,1,0
FF,0,0,0,0,0,1,9,75,1,2,7,2,7,1,0,0,1,1,0,0,0,1,0,1,0
FF,0,0,0,0,0,0,9,74,1,2,7,2,7,0,1,0,1,1,0,0,1,0,0,1,0
CH,0,0,0,1,1,2,9,73,1,2,7,7,2,0,1,1,0,0,1,0,1,0,0,1,0
SL,0,0,0,1,0,2,9,72,1,2,7,7,2,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,1,0,2,9,71,1,2,6,6,2,1,0,0,1,0,1,0,0,1,0,1,0
SL,0,0,1,1,0,2,9,70,1,2,4,4,2,0,1,0,1,0,1,0,1,0,0,1,0
SI,0,0,1,0,1,1,9,69,1,2,4,4,2,0,1,0,1,0,1,0,0,1,0,1,0
SL,0,0,1,1,0,1,9,68,1,2,3,3,2,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,1,0,1,0,9,67,1,2,3,3,2,0,1,0,1,0,1,0,0,1,0,1,0
FF,0,0,0,0,1,0,9,66,1,2,3,3,2,1,0,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,1,0,0,9,65,1,2,2,2,2,1,0,0,1,0,1,0,0,1,0,1,0
SL,0,0,0,0,0,0,9,64,1,2,2,2,2,0,1,0,1,0,1,0,1,0,0,1,0
SL,0,0,0,0,0,2,8,63,1,2,2,2,2,1,0,1,0,1,0,0,0,1,0,1,0
FT,0,0,0,0,0,1,8,62,1,2,2,2,2,1,0,1,0,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,0,8,61,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,0,1,0,2,8,60,1,2,2,2,2,0,1,0,1,0,1,0,1,0,0,1,0
FF,0,0,0,0,1,1,8,59,1,2,2,2,2,1,0,0,1,0,1,0,1,0,0,1,0
CU,0,0,0,0,0,1,8,58,1,2,2,2,2,0,1,0,1,0,1,0,1,0,0,1,0
FT,0,0,0,0,0,0,8,57,1,2,2,2,2,0,1,0,1,0,1,0,1,0,0,1,0
FC,0,0,0,0,1,2,7,56,1,2,2,2,2,1,0,0,1,1,0,0,0,1,0,1,0
FT,0,0,0,0,1,1,7,55,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0
FC,0,0,0,0,1,0,7,54,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0
FT,0,0,0,0,0,0,7,53,1,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0
SL,0,0,1,1,0,2,7,52,1,2,2,2,2,1,0,0,1,0,1,0,0,1,0,1,0
FF,0,0,1,0,1,1,7,51,1,2,2,2,2,0,1,0,1,0,1,0,1,0,0,1,0
